Customer Age,Product Purchased,Ticket Type,Ticket Subject,Ticket Priority,Ticket Channel,incumplio_sla
57,Apple AirPods,Billing inquiry,Peripheral compatibility,Medium,Phone,1
56,Canon DSLR Camera,Refund request,Product setup,Medium,Chat,1
65,Fitbit Charge,Cancellation request,Delivery problem,High,Social media,0
49,LG Washing Machine,Cancellation request,Delivery problem,Critical,Phone,1
60,Google Pixel,Product inquiry,Product recommendation,Low,Social media,0
53,Nintendo Switch,Refund request,Data loss,Critical,Email,0
24,Sony PlayStation,Refund request,Display issue,High,Phone,1
60,Autodesk AutoCAD,Refund request,Product setup,Medium,Email,0
65,Philips Hue Lights,Billing inquiry,Peripheral compatibility,Medium,Chat,0
33,LG Washing Machine,Refund request,Network problem,High,Email,1
33,Asus ROG,Technical issue,Product setup,Medium,Email,1
54,GoPro Hero,Cancellation request,Installation support,High,Social media,1
49,LG Smart TV,Refund request,Peripheral compatibility,High,Chat,0
42,GoPro Hero,Cancellation request,Refund request,Medium,Phone,0
21,Bose SoundLink Speaker,Cancellation request,Data loss,Critical,Social media,1
33,HP Pavilion,Product inquiry,Product setup,Critical,Phone,0
42,Sony 4K HDR TV,Product inquiry,Battery life,Medium,Phone,0
69,Sony PlayStation,Product inquiry,Peripheral compatibility,High,Email,0
20,Apple AirPods,Product inquiry,Battery life,High,Chat,1
39,HP Pavilion,Technical issue,Product setup,Medium,Social media,0
18,GoPro Hero,Refund request,Display issue,Low,Social media,0
32,Canon EOS,Billing inquiry,Installation support,Critical,Chat,1
54,Samsung Galaxy,Product inquiry,Product compatibility,Critical,Chat,1
32,Apple AirPods,Billing inquiry,Data loss,Low,Email,0
34,Nintendo Switch Pro Controller,Refund request,Payment issue,Critical,Phone,1
33,Philips Hue Lights,Refund request,Software bug,Critical,Social media,1
21,Canon EOS,Cancellation request,Battery life,Medium,Social media,0
37,Garmin Forerunner,Technical issue,Display issue,High,Social media,0
33,Bose SoundLink Speaker,Technical issue,Product compatibility,Medium,Social media,0
69,Bose QuietComfort,Billing inquiry,Payment issue,Critical,Chat,1
29,Microsoft Surface,Cancellation request,Display issue,Low,Social media,0
61,Fitbit Charge,Technical issue,Delivery problem,High,Social media,1
61,Apple AirPods,Technical issue,Peripheral compatibility,Low,Phone,0
58,Bose SoundLink Speaker,Technical issue,Payment issue,Critical,Phone,0
50,Autodesk AutoCAD,Billing inquiry,Product compatibility,Critical,Chat,0
63,Google Nest,Technical issue,Data loss,Low,Email,0
23,Google Pixel,Product inquiry,Network problem,Critical,Email,1
21,Fitbit Charge,Cancellation request,Installation support,High,Social media,0
36,MacBook Pro,Technical issue,Data loss,High,Social media,0
68,Canon DSLR Camera,Product inquiry,Battery life,Critical,Email,1
21,Bose SoundLink Speaker,Billing inquiry,Product recommendation,Low,Phone,0
39,Dell XPS,Billing inquiry,Product compatibility,High,Phone,0
44,Nikon D,Billing inquiry,Product recommendation,Low,Chat,0
54,Sony 4K HDR TV,Product inquiry,Account access,Low,Email,0
65,Google Pixel,Cancellation request,Product compatibility,Critical,Email,1
34,Bose SoundLink Speaker,Cancellation request,Cancellation request,Low,Social media,0
27,Adobe Photoshop,Product inquiry,Software bug,Medium,Social media,0
40,PlayStation,Refund request,Peripheral compatibility,Low,Phone,0
43,Apple AirPods,Technical issue,Cancellation request,Critical,Chat,1
26,LG OLED,Cancellation request,Battery life,Low,Chat,0
60,Sony 4K HDR TV,Product inquiry,Refund request,Critical,Social media,0
20,Nest Thermostat,Cancellation request,Product setup,High,Social media,0
22,Bose SoundLink Speaker,Technical issue,Product compatibility,High,Chat,0
59,Roomba Robot Vacuum,Product inquiry,Network problem,Medium,Social media,0
54,GoPro Hero,Billing inquiry,Delivery problem,Low,Email,0
38,Sony PlayStation,Refund request,Product recommendation,Low,Email,0
33,Microsoft Office,Refund request,Software bug,Medium,Email,0
30,Microsoft Office,Cancellation request,Payment issue,Critical,Phone,1
55,Canon DSLR Camera,Refund request,Cancellation request,Critical,Chat,0
67,HP Pavilion,Technical issue,Peripheral compatibility,Low,Chat,0
18,Microsoft Xbox Controller,Technical issue,Refund request,High,Email,0
61,Roomba Robot Vacuum,Billing inquiry,Refund request,Critical,Phone,1
41,Xbox,Cancellation request,Software bug,Medium,Chat,1
37,Amazon Echo,Refund request,Account access,Low,Email,0
62,LG Smart TV,Refund request,Payment issue,Low,Phone,0
59,Google Nest,Billing inquiry,Product compatibility,Low,Phone,0
55,Asus ROG,Cancellation request,Product setup,High,Phone,1
60,Adobe Photoshop,Technical issue,Product setup,Critical,Chat,1
36,Microsoft Office,Technical issue,Cancellation request,Critical,Social media,0
48,PlayStation,Billing inquiry,Product compatibility,High,Social media,1
48,Dell XPS,Cancellation request,Battery life,Low,Email,0
46,Sony PlayStation,Technical issue,Product setup,High,Phone,1
44,iPhone,Cancellation request,Network problem,Medium,Chat,0
44,LG OLED,Refund request,Account access,High,Chat,0
26,Fitbit Versa Smartwatch,Product inquiry,Delivery problem,Critical,Email,1
44,HP Pavilion,Billing inquiry,Refund request,Low,Email,0
22,GoPro Action Camera,Product inquiry,Payment issue,Low,Social media,0
65,PlayStation,Cancellation request,Peripheral compatibility,High,Chat,0
38,Sony Xperia,Cancellation request,Installation support,Medium,Chat,0
22,Microsoft Office,Refund request,Display issue,Low,Email,0
18,Philips Hue Lights,Product inquiry,Data loss,Medium,Phone,0
26,Fitbit Versa Smartwatch,Billing inquiry,Delivery problem,Medium,Chat,0
69,Garmin Forerunner,Technical issue,Data loss,High,Chat,0
53,Bose QuietComfort,Product inquiry,Product compatibility,Low,Phone,0
38,Fitbit Charge,Product inquiry,Network problem,Critical,Social media,0
63,Xbox,Refund request,Delivery problem,Low,Social media,0
18,Google Pixel,Billing inquiry,Account access,Critical,Phone,1
49,Lenovo ThinkPad,Refund request,Battery life,Critical,Email,1
34,Amazon Echo,Refund request,Battery life,High,Social media,0
30,Amazon Kindle,Cancellation request,Delivery problem,Medium,Social media,1
20,Bose QuietComfort,Technical issue,Product setup,Critical,Email,0
36,MacBook Pro,Billing inquiry,Display issue,Critical,Phone,1
43,Dell XPS,Product inquiry,Data loss,Low,Email,0
21,Nintendo Switch,Product inquiry,Battery life,Critical,Chat,1
70,Apple AirPods,Technical issue,Payment issue,Medium,Social media,0
47,Nintendo Switch Pro Controller,Product inquiry,Account access,High,Email,1
59,Bose SoundLink Speaker,Technical issue,Product recommendation,Critical,Phone,1
19,Google Pixel,Cancellation request,Account access,Low,Chat,0
48,Amazon Echo,Cancellation request,Cancellation request,Medium,Email,0
56,GoPro Action Camera,Cancellation request,Network problem,Critical,Phone,0
53,MacBook Pro,Product inquiry,Software bug,Medium,Email,0
58,Microsoft Surface,Technical issue,Payment issue,Medium,Email,0
49,Fitbit Versa Smartwatch,Billing inquiry,Account access,Medium,Chat,1
69,Philips Hue Lights,Billing inquiry,Account access,Critical,Social media,1
67,LG Smart TV,Product inquiry,Battery life,Low,Email,0
35,Garmin Forerunner,Refund request,Hardware issue,Low,Chat,0
70,Fitbit Charge,Cancellation request,Product compatibility,Low,Phone,0
67,MacBook Pro,Product inquiry,Product compatibility,High,Phone,1
67,Amazon Echo,Cancellation request,Product recommendation,Critical,Email,1
24,Nest Thermostat,Billing inquiry,Network problem,Critical,Social media,1
29,Amazon Kindle,Billing inquiry,Product compatibility,Critical,Email,0
53,iPhone,Technical issue,Data loss,High,Phone,0
69,iPhone,Billing inquiry,Cancellation request,Medium,Social media,0
67,Samsung Galaxy,Refund request,Hardware issue,High,Chat,0
40,PlayStation,Technical issue,Product setup,High,Email,0
46,Sony 4K HDR TV,Billing inquiry,Delivery problem,High,Chat,1
67,Lenovo ThinkPad,Product inquiry,Product setup,Medium,Social media,1
18,Google Nest,Billing inquiry,Product compatibility,Medium,Email,1
58,Garmin Forerunner,Product inquiry,Battery life,Medium,Social media,0
64,Amazon Echo,Cancellation request,Cancellation request,Medium,Chat,0
54,Nikon D,Product inquiry,Battery life,Low,Chat,0
69,Microsoft Xbox Controller,Cancellation request,Delivery problem,Critical,Email,1
55,Sony Xperia,Refund request,Network problem,High,Social media,1
24,Fitbit Charge,Product inquiry,Product recommendation,Low,Phone,0
59,Apple AirPods,Billing inquiry,Product setup,Medium,Chat,0
34,Nintendo Switch Pro Controller,Cancellation request,Product recommendation,Low,Chat,0
18,Google Nest,Product inquiry,Display issue,High,Email,1
19,Apple AirPods,Billing inquiry,Installation support,Low,Social media,0
66,Nest Thermostat,Product inquiry,Cancellation request,Critical,Social media,1
58,Asus ROG,Product inquiry,Delivery problem,High,Chat,1
52,GoPro Hero,Billing inquiry,Delivery problem,High,Phone,1
18,LG OLED,Cancellation request,Installation support,Low,Chat,0
31,Amazon Kindle,Technical issue,Battery life,Low,Phone,0
32,Apple AirPods,Billing inquiry,Product compatibility,Critical,Chat,1
62,LG Washing Machine,Refund request,Display issue,High,Phone,1
35,Bose QuietComfort,Billing inquiry,Product compatibility,High,Email,1
63,Nikon D,Billing inquiry,Display issue,Low,Chat,0
59,GoPro Action Camera,Cancellation request,Account access,Medium,Chat,0
43,LG OLED,Product inquiry,Display issue,Critical,Phone,1
27,Nest Thermostat,Refund request,Product compatibility,Low,Phone,0
23,Asus ROG,Refund request,Refund request,Medium,Email,0
55,Canon EOS,Product inquiry,Peripheral compatibility,Critical,Phone,1
32,Nintendo Switch Pro Controller,Cancellation request,Peripheral compatibility,Medium,Email,0
31,Google Pixel,Technical issue,Hardware issue,Critical,Email,1
40,Canon EOS,Refund request,Network problem,High,Email,0
41,Fitbit Versa Smartwatch,Product inquiry,Refund request,Low,Chat,0
67,Adobe Photoshop,Cancellation request,Installation support,Medium,Email,0
46,HP Pavilion,Refund request,Refund request,High,Email,0
65,Sony PlayStation,Product inquiry,Cancellation request,Critical,Social media,1
34,Nest Thermostat,Refund request,Peripheral compatibility,Critical,Phone,1
18,GoPro Action Camera,Technical issue,Hardware issue,Low,Social media,0
33,LG OLED,Cancellation request,Peripheral compatibility,Low,Social media,0
44,Samsung Soundbar,Billing inquiry,Product setup,Medium,Phone,0
51,Samsung Soundbar,Billing inquiry,Payment issue,Critical,Chat,1
36,Apple AirPods,Billing inquiry,Product recommendation,Medium,Email,1
70,Roomba Robot Vacuum,Billing inquiry,Data loss,Low,Email,0
53,Canon EOS,Product inquiry,Data loss,Critical,Email,1
49,Fitbit Charge,Refund request,Delivery problem,High,Chat,1
62,Lenovo ThinkPad,Refund request,Hardware issue,Low,Email,0
69,Fitbit Charge,Product inquiry,Hardware issue,Critical,Phone,1
25,Microsoft Office,Billing inquiry,Delivery problem,Medium,Email,0
43,Microsoft Xbox Controller,Refund request,Software bug,Medium,Email,0
68,Samsung Soundbar,Refund request,Product recommendation,Critical,Email,1
49,Nintendo Switch,Product inquiry,Cancellation request,High,Email,1
63,Asus ROG,Technical issue,Product compatibility,Medium,Social media,1
70,Canon DSLR Camera,Technical issue,Delivery problem,Critical,Email,1
39,Canon EOS,Product inquiry,Cancellation request,Critical,Email,1
68,LG OLED,Technical issue,Product compatibility,Critical,Social media,1
61,Google Pixel,Technical issue,Data loss,High,Social media,0
59,Nikon D,Refund request,Installation support,High,Social media,1
18,Sony 4K HDR TV,Billing inquiry,Refund request,Critical,Chat,1
60,Amazon Kindle,Product inquiry,Product compatibility,High,Email,0
36,GoPro Hero,Technical issue,Network problem,High,Social media,0
65,Roomba Robot Vacuum,Technical issue,Refund request,Critical,Email,1
18,Garmin Forerunner,Refund request,Installation support,Medium,Chat,0
48,Nikon D,Billing inquiry,Cancellation request,Medium,Phone,0
20,Nest Thermostat,Technical issue,Peripheral compatibility,Critical,Social media,0
60,Apple AirPods,Technical issue,Display issue,High,Phone,0
41,LG OLED,Product inquiry,Refund request,Medium,Chat,0
50,Sony Xperia,Refund request,Product recommendation,Critical,Chat,0
59,Samsung Soundbar,Technical issue,Hardware issue,High,Email,0
65,Sony Xperia,Refund request,Network problem,High,Social media,1
41,Google Pixel,Cancellation request,Battery life,Critical,Social media,0
44,Amazon Echo,Product inquiry,Display issue,High,Phone,1
54,Sony PlayStation,Billing inquiry,Product compatibility,High,Social media,0
20,Dyson Vacuum Cleaner,Refund request,Software bug,High,Email,1
52,Dell XPS,Technical issue,Hardware issue,Medium,Phone,0
58,Sony Xperia,Refund request,Payment issue,High,Social media,0
44,Google Pixel,Refund request,Peripheral compatibility,High,Email,1
61,Microsoft Surface,Cancellation request,Display issue,Critical,Social media,1
46,Autodesk AutoCAD,Refund request,Payment issue,High,Phone,0
55,MacBook Pro,Refund request,Product compatibility,Critical,Phone,1
56,Nikon D,Product inquiry,Product setup,Medium,Chat,1
56,HP Pavilion,Technical issue,Network problem,Medium,Email,1
44,Microsoft Xbox Controller,Cancellation request,Data loss,Critical,Chat,0
45,Amazon Echo,Billing inquiry,Product compatibility,Medium,Social media,1
45,Fitbit Versa Smartwatch,Refund request,Product recommendation,Medium,Phone,0
27,Microsoft Office,Refund request,Product setup,High,Social media,1
44,Sony Xperia,Cancellation request,Hardware issue,High,Chat,1
57,Garmin Forerunner,Product inquiry,Refund request,Critical,Email,1
25,GoPro Hero,Refund request,Cancellation request,Critical,Social media,1
45,Microsoft Surface,Billing inquiry,Product recommendation,Low,Social media,0
42,LG OLED,Technical issue,Network problem,Critical,Phone,1
33,GoPro Hero,Billing inquiry,Display issue,Critical,Chat,1
43,LG OLED,Product inquiry,Delivery problem,Critical,Chat,1
45,Canon EOS,Cancellation request,Delivery problem,High,Chat,0
56,Amazon Kindle,Refund request,Data loss,Medium,Chat,0
39,GoPro Action Camera,Refund request,Product recommendation,Medium,Phone,0
29,Samsung Soundbar,Technical issue,Product recommendation,Critical,Email,1
55,Autodesk AutoCAD,Product inquiry,Delivery problem,Low,Phone,0
18,iPhone,Billing inquiry,Payment issue,High,Phone,0
58,Asus ROG,Cancellation request,Account access,Critical,Chat,1
21,Autodesk AutoCAD,Technical issue,Delivery problem,Medium,Email,0
36,iPhone,Billing inquiry,Cancellation request,Low,Chat,0
67,PlayStation,Product inquiry,Product recommendation,High,Social media,0
44,Sony Xperia,Cancellation request,Software bug,Critical,Chat,1
64,Asus ROG,Cancellation request,Data loss,Low,Phone,0
30,Microsoft Office,Product inquiry,Refund request,High,Social media,1
61,Lenovo ThinkPad,Technical issue,Payment issue,Medium,Email,0
63,LG Washing Machine,Technical issue,Network problem,High,Phone,0
64,Nintendo Switch,Technical issue,Network problem,Medium,Social media,0
51,Dell XPS,Technical issue,Account access,Critical,Phone,0
47,Autodesk AutoCAD,Billing inquiry,Hardware issue,High,Phone,0
61,Autodesk AutoCAD,Technical issue,Peripheral compatibility,Critical,Chat,1
19,Canon EOS,Technical issue,Installation support,Critical,Chat,0
35,Nikon D,Technical issue,Software bug,Medium,Social media,1
27,Nikon D,Billing inquiry,Account access,Medium,Email,0
59,Garmin Forerunner,Billing inquiry,Product setup,Low,Phone,0
56,Fitbit Versa Smartwatch,Billing inquiry,Peripheral compatibility,Low,Chat,0
38,Bose SoundLink Speaker,Product inquiry,Product recommendation,High,Chat,0
61,LG OLED,Cancellation request,Display issue,High,Chat,1
20,Dell XPS,Product inquiry,Product compatibility,High,Phone,0
47,Microsoft Xbox Controller,Cancellation request,Account access,Low,Social media,0
34,Philips Hue Lights,Product inquiry,Product setup,Critical,Email,1
70,Philips Hue Lights,Product inquiry,Battery life,High,Email,0
53,Amazon Kindle,Billing inquiry,Product compatibility,Critical,Email,1
22,Sony 4K HDR TV,Cancellation request,Network problem,High,Social media,0
47,Samsung Soundbar,Billing inquiry,Payment issue,High,Chat,1
53,Autodesk AutoCAD,Cancellation request,Product recommendation,Critical,Phone,0
54,Garmin Forerunner,Cancellation request,Data loss,High,Phone,0
